code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4703967	1757420	1747676	1311909
DE-BE	7726592	2846426	2824279	2186535
DE-BUND	531021	202025	194994	142146
DE-BW	22307045	8213694	8237213	6338355
DE-BY	26435346	9728687	9827916	7384301
DE-HB	1613697	614554	606824	440605
DE-HE	12840434	4832729	4697188	3562766
DE-HH	4083374	1540149	1539526	1112506
DE-MV	3247043	1197891	1199360	915946
DE-NI	17144214	6281728	6219586	5078036
DE-NW	38778882	14423253	14162958	11013805
DE-RP	8509239	3180179	3082089	2414640
DE-SH	6655946	2343161	2352336	2095599
DE-SL	2221240	811572	809789	649477
DE-SN	7121470	2653373	2618459	1951355
DE-ST	4242270	1569918	1597004	1183564
DE-TH	3981316	1488816	1490499	1096662
