code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	12290848	6657660	5939504
DE-BY	14142589	7815939	6648184
DE-BE	4051587	2241628	1895519
DE-BB	2578446	1410843	1242087
DE-HB	875362	481818	422977
DE-HH	2039832	1179545	916588
DE-HE	6942784	3874408	3239479
DE-MV	1762597	963814	840634
DE-NI	9056620	5173415	4192128
DE-NW	20826915	11695299	9723142
DE-RP	4638106	2584785	2168192
DE-SL	1196921	670972	555889
DE-SN	3993730	2129264	1940432
DE-ST	2297594	1260175	1111033
DE-SH	3430392	1913326	1614714
DE-TH	2231422	1187715	1091184
