code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4535318	1743255	1709389	1195313
DE-BE	7475249	2822671	2765965	2016674
DE-BUND	522827	201362	193784	135821
DE-BW	21690132	8151096	8066123	5952849
DE-BY	25601810	9653602	9619898	6833012
DE-HB	1562263	608306	592472	409545
DE-HE	12375690	4788606	4585620	3253208
DE-HH	3847866	1506018	1478248	971534
DE-MV	3134384	1187650	1173076	839606
DE-NI	16519067	6220946	6065536	4666248
DE-NW	37450096	14300204	13866118	10100882
DE-RP	8223108	3150062	3008720	2231353
DE-SH	6283774	2323531	2294004	1801045
DE-SL	2155936	806071	792647	606551
DE-SN	6852749	2629518	2556159	1768532
DE-ST	4067387	1555315	1556206	1063944
DE-TH	3840786	1474497	1454258	1006307
