code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	3599964	2796244	803720
DE-BY	4439253	3510407	928846
DE-BE	1215940	883016	332924
DE-BB	776385	601589	174796
DE-HB	246618	188101	58517
DE-HH	594659	477249	117410
DE-HE	2009595	1531471	478124
DE-MV	549865	441617	108248
DE-NI	2628073	2090402	537671
DE-NW	6154354	4844225	1310129
DE-RP	1374144	1055241	318903
DE-SL	366280	282976	83304
DE-SN	1352854	974152	378702
DE-ST	734951	583990	150961
DE-SH	960882	729528	231354
DE-TH	746459	520141	226318
