code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4843023	1761530	1645602	1335686
DE-BE	8124215	2910000	2767402	2241722
DE-BUND	534276	201913	189475	142113
DE-BW	23160713	8347795	7937897	6414030
DE-BY	27370585	9847778	9530248	7471074
DE-HB	1701207	617698	577475	441341
DE-HE	13385723	4885776	4534566	3605002
DE-HH	4363946	1600577	1489992	1141149
DE-MV	3397068	1212465	1155906	932919
DE-NI	18128276	6368431	5904148	5163180
DE-NW	41040680	14624747	13618750	11210347
DE-RP	8929106	3217057	2962873	2473342
DE-SH	6977216	2353452	2249217	2127969
DE-SL	2317663	818971	771330	657728
DE-SN	7292888	2670516	2545681	1987361
DE-ST	4429054	1609343	1530078	1209747
DE-TH	4090335	1499749	1422446	1109075
