code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4053339	1705917	1632748	826663
DE-BE	6690908	2759087	2631064	1426857
DE-BUND	473371	198920	189610	92975
DE-BW	19721925	7975036	7733438	4488423
DE-BY	23207500	9451778	9203688	5054099
DE-HB	1385421	593075	565406	274294
DE-HE	11031702	4661545	4407667	2212267
DE-HH	3407503	1470477	1426675	616807
DE-MV	2782581	1162103	1121071	564906
DE-NI	14861266	6076750	5826445	3389445
DE-NW	33929044	13987305	13307927	7438273
DE-RP	7429530	3076724	2885539	1633042
DE-SH	5533739	2268924	2200112	1199236
DE-SL	1953280	789568	760903	451644
DE-SN	6147664	2565921	2451926	1230596
DE-ST	3623184	1520217	1482357	728207
DE-TH	3441844	1441409	1386853	706965
