code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4702830	1757292	1747443	1311132
DE-BE	7723020	2846010	2823597	2184053
DE-BUND	530998	202022	194991	142129
DE-BW	22297788	8212581	8235091	6332323
DE-BY	26424619	9727615	9825386	7377165
DE-HB	1612895	614471	606634	440076
DE-HE	12831099	4831662	4695135	3556535
DE-HH	4081574	1540008	1539085	1111286
DE-MV	3245791	1197735	1199057	915153
DE-NI	17138245	6281119	6218054	5074205
DE-NW	38761433	14420877	14159601	11002033
DE-RP	8506240	3179640	3081485	2412784
DE-SH	6653531	2342909	2351769	2094003
DE-SL	2220475	811503	809614	648956
DE-SN	7118842	2653040	2617849	1949669
DE-ST	4240863	1569790	1596653	1182636
DE-TH	3979851	1488607	1490087	1095811
