code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	3807208	1684399	1607237	626767
DE-BE	6333900	2722849	2633169	1102922
DE-BUND	452589	198268	188887	73555
DE-BW	18122335	7826296	7578049	3187887
DE-BY	21635644	9293896	9018153	3822627
DE-HB	1281751	582572	556340	189798
DE-HE	10295861	4588729	4341711	1612906
DE-HH	3195808	1450047	1406978	444073
DE-MV	2616294	1150177	1101409	429925
DE-NI	13732911	6002084	5743112	2417115
DE-NW	31822612	13782442	13132045	5708721
DE-RP	6924679	3037949	2844542	1207134
DE-SH	5196860	2240021	2174417	916816
DE-SL	1817198	779879	750613	335192
DE-SN	5776959	2526244	2407719	943189
DE-ST	3422683	1503365	1453134	573387
DE-TH	3242042	1417283	1363158	553675
