code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4850549	1761839	1646248	1337994
DE-BE	8141773	2910667	2768657	2248063
DE-BUND	534533	201923	189491	142248
DE-BW	23184352	8349437	7940309	6419384
DE-BY	27402190	9848925	9533003	7480459
DE-HB	1705562	617840	577728	442224
DE-HE	13410488	4886659	4536056	3609772
DE-HH	4372791	1600870	1490620	1143074
DE-MV	3403472	1212661	1156317	934563
DE-NI	18164541	6369726	5906215	5169639
DE-NW	41133845	14627033	13623579	11227699
DE-RP	8946807	3217761	2963854	2478093
DE-SH	6993901	2353891	2250088	2131075
DE-SL	2320799	819062	771534	658459
DE-SN	7302464	2671154	2546774	1990933
DE-ST	4436556	1609613	1530726	1212271
DE-TH	4094271	1499934	1422744	1110728
