code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4855906	1761992	1646614	1339546
DE-BE	8155002	2911880	2770047	2251292
DE-BUND	534632	201928	189500	142310
DE-BW	23196973	8350895	7941920	6422163
DE-BY	27420342	9849549	9534297	7484926
DE-HB	1708797	617925	577875	442727
DE-HE	13424400	4887121	4536732	3612024
DE-HH	4379000	1601007	1490950	1144609
DE-MV	3408406	1212802	1156586	935739
DE-NI	18195212	6370400	5907500	5174078
DE-NW	41178181	14628035	13625506	11235622
DE-RP	8953239	3217942	2964131	2479355
DE-SH	7007695	2354164	2250607	2133429
DE-SL	2322630	819114	771638	658814
DE-SN	7308873	2671435	2547436	1992987
DE-ST	4442442	1609777	1531114	1214375
DE-TH	4096604	1499999	1422882	1111503
