code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2950938	1556783	1480343
DE-BE	4781013	2473271	2357237
DE-BUND	369320	192830	184434
DE-BW	13951196	7260318	6975151
DE-BY	16337957	8513208	8162807
DE-HB	1017081	536917	511053
DE-HE	8132542	4276063	4016328
DE-HH	2526664	1330001	1268549
DE-MV	2024877	1058861	1013376
DE-NI	10633001	5664081	5341001
DE-NW	24678005	13031464	12190843
DE-RP	5412589	2863653	2652321
DE-SH	4065944	2118138	2027104
DE-SL	1396101	731001	700058
DE-SN	4495025	2345577	2227137
DE-ST	2640425	1383970	1332755
DE-TH	2476127	1286110	1242896
