code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4834079	1761223	1644958	1333020
DE-BE	8104896	2909253	2765959	2236334
DE-BUND	534061	201904	189464	141977
DE-BW	23123494	8345566	7934184	6404960
DE-BY	27325758	9846370	9526618	7458131
DE-HB	1696405	617511	577151	440321
DE-HE	13355122	4884734	4532668	3598934
DE-HH	4354276	1600187	1489255	1138852
DE-MV	3388714	1212223	1155408	931085
DE-NI	18085019	6367299	5901652	5155119
DE-NW	40922690	14620292	13611402	11183082
DE-RP	8882966	3211950	2958612	2450983
DE-SH	6959976	2353138	2248477	2123807
DE-SL	2313431	818869	771072	656765
DE-SN	7282526	2669944	2544587	1983371
DE-ST	4421772	1609124	1529552	1207464
DE-TH	4084744	1499628	1421852	1107182
