code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4844613	1761575	1645736	1336210
DE-BE	8126332	2910063	2767529	2242206
DE-BUND	534300	201913	189476	142125
DE-BW	23165555	8347906	7938219	6414846
DE-BY	27377195	9847962	9530762	7472745
DE-HB	1701795	617724	577520	441475
DE-HE	13390012	4885863	4534752	3605792
DE-HH	4365301	1600613	1490058	1141400
DE-MV	3398499	1212491	1156003	933290
DE-NI	18134454	6368850	5904463	5164166
DE-NW	41057690	14625130	13619566	11213393
DE-RP	8933272	3217157	2963009	2475189
DE-SH	6979457	2353514	2249340	2128381
DE-SL	2318346	818992	771379	657892
DE-SN	7294700	2670669	2545878	1987953
DE-ST	4430077	1609368	1530137	1210125
DE-TH	4091270	1499780	1422505	1109369
