code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	9620827	5949493	3894528
DE-BY	11171943	6727654	4683726
DE-BE	3171369	1986186	1254718
DE-BB	2068690	1305815	825090
DE-HB	646554	422053	244882
DE-HH	1552495	955336	640479
DE-HE	5368229	3342902	2146447
DE-MV	1446464	875384	604256
DE-NI	6942989	4408584	2782428
DE-NW	16491905	10097464	6883836
DE-RP	3555393	2241077	1405423
DE-SL	959479	566696	415602
DE-SN	3304902	1947356	1418104
DE-ST	1824209	1129284	751889
DE-SH	2660999	1675275	1052899
DE-TH	1771005	1093302	708657
