code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4620313	1750251	1729768	1253166
DE-BE	7604229	2832757	2797055	2104769
DE-BUND	526816	201627	194391	138942
DE-BW	22011390	8180813	8162037	6149862
DE-BY	26041242	9689433	9732839	7124092
DE-HB	1588053	611045	599550	425603
DE-HE	12599924	4809877	4641978	3399968
DE-HH	3937993	1516637	1502477	1027108
DE-MV	3182660	1191845	1183891	872936
DE-NI	16820984	6249430	6143685	4862361
DE-NW	38099686	14355139	14017690	10545693
DE-RP	8363505	3162450	3045778	2322402
DE-SH	6421729	2332917	2323298	1900446
DE-SL	2188240	808643	801981	627144
DE-SN	6980130	2640094	2586371	1855279
DE-ST	4150994	1562097	1575280	1121791
DE-TH	3907021	1480753	1471400	1049319
