code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4673158	1754532	1741702	1289918
DE-BE	7674713	2840462	2813802	2151018
DE-BUND	529068	201801	194745	140666
DE-BW	22187947	8199664	8209873	6260219
DE-BY	26276979	9711013	9794574	7276784
DE-HB	1602826	613017	604268	433771
DE-HE	12739264	4822377	4677603	3491454
DE-HH	4050410	1536042	1532273	1090825
DE-MV	3224605	1195902	1194305	900518
DE-NI	17027699	6270442	6194477	4997759
DE-NW	38516912	14394413	14112105	10830688
DE-RP	8453586	3174332	3068533	2378307
DE-SH	6580264	2339164	2343112	2033076
DE-SL	2207987	810487	806979	640109
DE-SN	7067181	2648344	2607946	1912557
DE-ST	4210019	1567027	1589838	1161352
DE-TH	3954674	1485873	1484241	1079139
