code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2858664	1521000	1430458
DE-BE	4614125	2427325	2289097
DE-BUND	367508	192119	183499
DE-BW	13520583	7091338	6814447
DE-BY	15869816	8329071	7943736
DE-HB	981067	523692	495579
DE-HE	7853536	4174956	3888618
DE-HH	2442459	1297490	1220813
DE-MV	1964301	1037398	980824
DE-NI	10312269	5548627	5141976
DE-NW	23779749	12747661	11738109
DE-RP	5212945	2791796	2559776
DE-SH	3909348	2078778	1951858
DE-SL	1358768	716775	681668
DE-SN	4362070	2289252	2162162
DE-ST	2556894	1351863	1297373
DE-TH	2413731	1259828	1219475
