code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4658769	1753171	1738772	1279791
DE-BE	7656428	2837468	2809444	2139958
DE-BUND	528639	201751	194666	140366
DE-BW	22135083	8192718	8196846	6227213
DE-BY	26206394	9703193	9777318	7231204
DE-HB	1598801	612397	603125	431492
DE-HE	12700540	4818297	4668206	3466032
DE-HH	4032713	1532847	1527263	1081113
DE-MV	3213988	1194623	1191963	893470
DE-NI	16969738	6261610	6181842	4961155
DE-NW	38391368	14381483	14084922	10744699
DE-RP	8426249	3171430	3061703	2360664
DE-SH	6528865	2337208	2338835	1987802
DE-SL	2201510	809944	805492	635647
DE-SN	7040909	2645239	2602288	1895037
DE-ST	4194357	1565600	1586148	1150804
DE-TH	3942258	1484063	1481133	1071606
