code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4868783	1720897	1629536	1395512
DE-BE	8198297	2889359	2754407	2300677
DE-BUND	535269	201944	189535	142631
DE-BW	23671488	8397148	7994471	6733618
DE-BY	27824154	9894694	9586531	7700143
DE-HB	1730728	619847	580024	449051
DE-HE	13731974	4925978	4569913	3788430
DE-HH	4478092	1604051	1497889	1214506
DE-MV	3449712	1217304	1160334	957457
DE-NI	18497497	6395087	5938128	5322413
DE-NW	41871538	14638390	13661651	11680247
DE-RP	9125761	3236933	2980000	2583463
DE-SH	7068591	2353660	2249919	2030915
DE-SL	2354446	822190	774357	676131
DE-SN	7355022	2676507	2551086	2014781
DE-ST	4500002	1617961	1533567	1246707
DE-TH	4137872	1506640	1429511	1128538
