code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	11391793	6482328	5184668
DE-BY	13139126	7602678	5832134
DE-BE	3785494	2167460	1698436
DE-BB	2403630	1381959	1093182
DE-HB	802105	469912	358103
DE-HH	1900504	1129572	822679
DE-HE	6476335	3735663	2897956
DE-MV	1668933	941407	766157
DE-NI	8354077	5011301	3630761
DE-NW	19664997	11371559	8853690
DE-RP	4311470	2503550	1916647
DE-SL	1118271	646217	498970
DE-SN	3765187	2074617	1760718
DE-ST	2148386	1225776	989316
DE-SH	3179764	1846626	1422559
DE-TH	2088800	1159661	972443
