code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	9160921	5753377	3614804
DE-BY	10600892	6475770	4347479
DE-BE	3037901	1932895	1171102
DE-BB	1998956	1279475	778348
DE-HB	613209	403246	228032
DE-HH	1468568	914583	594284
DE-HE	5122293	3246762	1987640
DE-MV	1397447	855633	572840
DE-NI	6652781	4255969	2632159
DE-NW	15722605	9770882	6412657
DE-RP	3400654	2170073	1316244
DE-SL	922467	548476	394993
DE-SN	3161419	1887436	1331858
DE-ST	1759377	1097472	716137
DE-SH	2555258	1629128	990028
DE-TH	1703853	1067786	665612
