code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2887813	1533412	1443815
DE-BE	4664796	2442201	2304156
DE-BUND	368127	192380	183781
DE-BW	13644808	7142070	6832370
DE-BY	16015094	8389455	7993042
DE-HB	993018	528389	498281
DE-HE	7931342	4204054	3912167
DE-HH	2466058	1306253	1232920
DE-MV	1985054	1045851	991197
DE-NI	10416936	5589821	5203863
DE-NW	24020990	12832629	11806998
DE-RP	5275200	2817773	2586893
DE-SH	3953735	2090451	1963578
DE-SL	1369162	721122	684900
DE-SN	4398814	2307158	2176228
DE-ST	2585226	1363709	1305249
DE-TH	2431215	1267261	1221954
