code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3209816	1614471	1559667
DE-BE	5362516	2600499	2514147
DE-BUND	376660	194170	186538
DE-BW	15098032	7520618	7337003
DE-BY	18086827	8934406	8688466
DE-HB	1118946	558221	541465
DE-HE	8808283	4425765	4221285
DE-HH	2792600	1398799	1362500
DE-MV	2208688	1099840	1068392
DE-NI	11533690	5819818	5586631
DE-NW	26729580	13387508	12791521
DE-RP	5831909	2941003	2774441
DE-SH	4390653	2176855	2106725
DE-SL	1520579	754993	732231
DE-SN	4881529	2429636	2341023
DE-ST	2864110	1433435	1402688
DE-TH	2757820	1345397	1314095
