code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4489721	1739076	1700325	1162897
DE-BE	7387839	2815497	2750350	1951790
DE-BUND	518783	201256	193406	132262
DE-BW	21456147	8127243	8014613	5793313
DE-BY	25280089	9626323	9554301	6603683
DE-HB	1540333	606182	588064	394109
DE-HE	12199938	4770442	4554913	3126202
DE-HH	3793077	1500792	1468116	931939
DE-MV	3090860	1183897	1165283	807550
DE-NI	16318527	6198814	6025266	4527780
DE-NW	37006190	14258181	13777846	9786142
DE-RP	8136481	3141113	2988432	2173861
DE-SH	6193583	2314269	2280293	1733768
DE-SL	2135476	804200	787617	592901
DE-SN	6758940	2621039	2538054	1701200
DE-ST	4001366	1549795	1543910	1015675
DE-TH	3790252	1469758	1442600	972028
