code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4828343	1761063	1644616	1331511
DE-BE	8096160	2909029	2765468	2234178
DE-BUND	533892	201895	189446	141870
DE-BW	23105876	8345078	7933152	6401560
DE-BY	27302740	9845807	9525056	7452753
DE-HB	1694157	617459	577009	439923
DE-HE	13338669	4884399	4532033	3596288
DE-HH	4349609	1600047	1489031	1138010
DE-MV	3383063	1212128	1155166	930031
DE-NI	18059455	6366845	5900584	5151036
DE-NW	40860634	14618459	13608091	11172660
DE-RP	8866107	3211397	2957512	2446550
DE-SH	6949433	2352929	2248048	2121987
DE-SL	2311126	818827	770968	656268
DE-SN	7275982	2669726	2544064	1981065
DE-ST	4416294	1609010	1529270	1205790
DE-TH	4081218	1499597	1421546	1105883
