code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4847301	1761686	1645953	1337003
DE-BE	8135644	2910410	2768187	2246397
DE-BUND	534440	201914	189485	142196
DE-BW	23176170	8348525	7939191	6417331
DE-BY	27390570	9848514	9531966	7476924
DE-HB	1703630	617789	577636	441869
DE-HE	13400432	4886271	4535429	3607769
DE-HH	4369816	1600786	1490402	1142416
DE-MV	3400478	1212569	1156126	933834
DE-NI	18149710	6369292	5905360	5167085
DE-NW	41094481	14625927	13621376	11220264
DE-RP	8939869	3217506	2963448	2476530
DE-SH	6986180	2353691	2249710	2129558
DE-SL	2319651	819029	771468	658189
DE-SN	7298385	2670930	2546275	1989378
DE-ST	4433276	1609485	1530408	1211212
DE-TH	4092332	1499848	1422593	1109723
