code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	7711259	5162993	2679782
DE-BY	9122305	5997556	3266743
DE-BE	2568825	1748925	863354
DE-BB	1714053	1148445	605625
DE-HB	527336	354840	187163
DE-HH	1236941	825353	437952
DE-HE	4297771	2967688	1395446
DE-MV	1195342	785489	429517
DE-NI	5610734	3865057	1911217
DE-NW	13295890	8981678	4603066
DE-RP	2880153	1912371	1016635
DE-SL	780623	502948	289544
DE-SN	2760276	1736798	1067551
DE-ST	1487991	985654	540620
DE-SH	2166939	1453333	757298
DE-TH	1487791	974457	534526
