code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4664234	1753701	1740021	1283486
DE-BE	7662502	2838349	2810803	2143802
DE-BUND	528852	201775	194707	140514
DE-BW	22159219	8196280	8203059	6241639
DE-BY	26237166	9706834	9784890	7250813
DE-HB	1600427	612645	603619	432382
DE-HE	12717056	4820089	4672624	3476348
DE-HH	4043712	1535190	1530969	1086263
DE-MV	3217517	1195187	1192901	895506
DE-NI	16996257	6267624	6187715	4975819
DE-NW	38448955	14387988	14098521	10782418
DE-RP	8438648	3172995	3065140	2368091
DE-SH	6547606	2338091	2340817	2003744
DE-SL	2204685	810247	806292	637734
DE-SN	7053015	2646908	2605075	1902691
DE-ST	4200800	1566196	1587778	1155024
DE-TH	3946927	1485226	1482277	1073993
