code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4711325	1758000	1749041	1317330
DE-BE	7741637	2847652	2827282	2197364
DE-BUND	531408	202053	195032	142467
DE-BW	22336741	8218295	8245940	6354788
DE-BY	26468112	9731397	9834721	7407577
DE-HB	1616357	614823	607293	442528
DE-HE	12860236	4834967	4700682	3576845
DE-HH	4092396	1540855	1540892	1119478
DE-MV	3253264	1198403	1200423	920600
DE-NI	17166251	6283963	6224000	5093449
DE-NW	38838142	14429665	14174927	11054914
DE-RP	8520064	3181304	3084187	2422249
DE-SH	6664331	2343726	2353685	2102075
DE-SL	2223779	811769	810207	651403
DE-SN	7134007	2654330	2620884	1960519
DE-ST	4249907	1570403	1598546	1189185
DE-TH	3987923	1489397	1491895	1101296
