code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4709676	1757855	1748724	1316143
DE-BE	7738612	2847387	2826597	2195284
DE-BUND	531390	202051	195029	142454
DE-BW	22328688	8217278	8244000	6349666
DE-BY	26457795	9730445	9832319	7400599
DE-HB	1615724	614755	607141	442115
DE-HE	12854269	4834114	4699570	3572842
DE-HH	4090546	1540692	1540521	1118149
DE-MV	3250714	1198156	1199950	918766
DE-NI	17161848	6283552	6223119	5090331
DE-NW	38823788	14428216	14171821	11045078
DE-RP	8517644	3181015	3083743	2420558
DE-SH	6662101	2343571	2353313	2100371
DE-SL	2223107	811721	810093	650893
DE-SN	7131326	2654104	2620331	1958617
DE-ST	4248624	1570322	1598287	1188239
DE-TH	3986296	1489207	1491485	1100269
