code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4863125	1720721	1629300	1394366
DE-BE	8186606	2888999	2753876	2297991
DE-BUND	535122	201941	189523	142552
DE-BW	23643160	8395949	7992997	6728290
DE-BY	27782099	9893808	9584886	7693425
DE-HB	1726141	619757	579820	448390
DE-HE	13709356	4925237	4568879	3785055
DE-HH	4470605	1603633	1497120	1213004
DE-MV	3446103	1217194	1160176	956825
DE-NI	18462467	6394500	5937046	5318231
DE-NW	41807012	14637124	13659415	11670637
DE-RP	9113057	3236527	2979498	2581843
DE-SH	7056299	2353462	2249674	2029605
DE-SL	2350975	822133	774235	675708
DE-SN	7347121	2676203	2550538	2012737
DE-ST	4493678	1617824	1533252	1245180
DE-TH	4133406	1506468	1429226	1127506
