code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4827397	1761007	1644522	1331250
DE-BE	8093147	2908915	2765152	2233264
DE-BUND	533866	201894	189445	141848
DE-BW	23100778	8344660	7932456	6400372
DE-BY	27297159	9845605	9524397	7450822
DE-HB	1693765	617447	576973	439817
DE-HE	13334374	4884260	4531769	3595751
DE-HH	4347726	1599951	1488802	1137240
DE-MV	3382019	1212096	1155119	929870
DE-NI	18053992	6366693	5900154	5149916
DE-NW	40847139	14618035	13607344	11169953
DE-RP	8863852	3211290	2957340	2446005
DE-SH	6946616	2352860	2247818	2121301
DE-SL	2310587	818813	770927	656112
DE-SN	7274045	2669577	2543832	1980229
DE-ST	4415389	1608968	1529194	1205465
DE-TH	4080673	1499586	1421462	1105695
