code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4868872	1720902	1629541	1395520
DE-BE	8198934	2889375	2754439	2300806
DE-BUND	535269	201944	189535	142631
DE-BW	23675630	8397483	7994791	6734326
DE-BY	27827528	9894814	9586755	7700871
DE-HB	1731109	619858	580035	449092
DE-HE	13733770	4926039	4570019	3788785
DE-HH	4478461	1604057	1497932	1214664
DE-MV	3449810	1217312	1160341	957473
DE-NI	18498663	6395129	5938173	5322657
DE-NW	41874818	14638461	13661729	11680719
DE-RP	9126187	3236954	2980021	2583610
DE-SH	7071006	2353694	2249975	2031134
DE-SL	2354703	822198	774366	676168
DE-SN	7355117	2676514	2551091	2014810
DE-ST	4500131	1617962	1533572	1246742
DE-TH	4138551	1506690	1429553	1128649
