code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4017361	1702757	1628444	798033
DE-BE	6620588	2748718	2622022	1375752
DE-BUND	468452	198610	189293	88670
DE-BW	19409243	7945361	7703297	4234792
DE-BY	22945900	9424656	9171218	4851716
DE-HB	1367919	591404	563688	260103
DE-HE	10903023	4644943	4394517	2112485
DE-HH	3368510	1466164	1423027	585604
DE-MV	2757259	1160255	1117540	544906
DE-NI	14687161	6063539	5812725	3241764
DE-NW	33610268	13950726	13277859	7185655
DE-RP	7358250	3072086	2879242	1572597
DE-SH	5459172	2263388	2193436	1136873
DE-SL	1933153	788134	759248	434577
DE-SN	6097061	2560122	2444462	1193102
DE-ST	3595369	1518007	1477319	707593
DE-TH	3411669	1438585	1381891	684468
