code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	12738973	6751690	6311495
DE-BY	14831610	7944206	7227044
DE-BE	4247420	2298517	2039346
DE-BB	2681762	1442238	1319448
DE-HB	918018	491390	458245
DE-HH	2183306	1216739	1026726
DE-HE	7226135	3942020	3464281
DE-MV	1845868	985009	906029
DE-NI	9481823	5256363	4550932
DE-NW	21851876	11920227	10548381
DE-RP	4854557	2636062	2338838
DE-SL	1250048	682006	600835
DE-SN	4104532	2169355	2015743
DE-ST	2389285	1282779	1185324
DE-SH	3604417	1960761	1747191
DE-TH	2289124	1205093	1135697
