code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4851778	1720350	1628666	1391485
DE-BE	8158391	2887708	2751568	2290415
DE-BUND	534814	201933	189507	142378
DE-BW	23592546	8392084	7988504	6717954
DE-BY	27721852	9891843	9581612	7680656
DE-HB	1719017	619560	579469	447298
DE-HE	13670448	4922897	4566717	3777836
DE-HH	4454087	1602324	1495662	1208744
DE-MV	3437911	1216914	1159680	955092
DE-NI	18401809	6393177	5934722	5309248
DE-NW	41679193	14633914	13654728	11651496
DE-RP	9091013	3235941	2978674	2577919
DE-SH	7030985	2353017	2248485	2025818
DE-SL	2345827	821994	774027	674863
DE-SN	7332768	2675471	2549182	2008165
DE-ST	4481497	1617304	1532418	1241545
DE-TH	4126079	1506120	1428740	1125407
