code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2881594	1530890	1440438
DE-BE	4658907	2440388	2301214
DE-BUND	368020	192342	183717
DE-BW	13629976	7136163	6825325
DE-BY	15978641	8374576	7972972
DE-HB	992050	527792	497876
DE-HE	7916614	4197806	3904688
DE-HH	2461038	1304167	1230036
DE-MV	1980614	1043877	988581
DE-NI	10392590	5581079	5186991
DE-NW	23991689	12822771	11792806
DE-RP	5257064	2809383	2577346
DE-SH	3948887	2088812	1961048
DE-SL	1367523	720440	684114
DE-SN	4395079	2305460	2174336
DE-ST	2579892	1361216	1302542
DE-TH	2429458	1266568	1221057
