code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4228420	1718493	1661364	960804
DE-BE	6965535	2780478	2676775	1635266
DE-BUND	489658	200403	190790	106604
DE-BW	20391136	8030373	7825723	5011860
DE-BY	23967919	9511377	9330644	5628700
DE-HB	1454212	598767	574652	328496
DE-HE	11458955	4699445	4458141	2551709
DE-HH	3559088	1481580	1439675	744883
DE-MV	2913774	1170155	1140445	668839
DE-NI	15469915	6117001	5895356	3889579
DE-NW	35147257	14095600	13478969	8380303
DE-RP	7750235	3102902	2928355	1885614
DE-SH	5788498	2284701	2231345	1407043
DE-SL	2041737	795610	771555	523614
DE-SN	6398883	2588408	2490653	1420811
DE-ST	3744762	1529815	1503620	819108
DE-TH	3595961	1453341	1412636	823664
