code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4565555	1745662	1716460	1216154
DE-BE	7532599	2827163	2778677	2056978
DE-BUND	524214	201434	193970	136950
DE-BW	21829939	8164023	8106442	6040085
DE-BY	25800488	9669818	9666730	6968839
DE-HB	1574037	609546	595313	417280
DE-HE	12473974	4798619	4608182	3319004
DE-HH	3880792	1508729	1486731	993410
DE-MV	3156538	1189739	1177592	855198
DE-NI	16646165	6233632	6096152	4750314
DE-NW	37746112	14325640	13932322	10305906
DE-RP	8280093	3155863	3024473	2266816
DE-SH	6340166	2327996	2305380	1841648
DE-SL	2170579	807331	796768	615976
DE-SN	6912021	2634535	2569898	1809146
DE-ST	4111103	1558930	1565756	1094563
DE-TH	3871973	1477401	1462106	1026827
