code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4707799	1757705	1748363	1314771
DE-BE	7735790	2847180	2826076	2193187
DE-BUND	531274	202039	195014	142365
DE-BW	22324487	8216883	8243182	6346672
DE-BY	26451176	9729954	9831049	7395734
DE-HB	1615187	614713	607033	441728
DE-HE	12850609	4833740	4698910	3570216
DE-HH	4088965	1540457	1540257	1117064
DE-MV	3249480	1198087	1199766	917784
DE-NI	17156248	6283016	6221960	5086406
DE-NW	38812652	14427207	14169813	11036943
DE-RP	8515095	3180816	3083299	2418652
DE-SH	6659496	2343368	2352848	2098434
DE-SL	2222587	811696	810008	650483
DE-SN	7128213	2653918	2619770	1956251
DE-ST	4246475	1570205	1597900	1186587
DE-TH	3984167	1489038	1491062	1098730
