code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4835175	1761267	1645032	1333316
DE-BE	8106668	2909300	2766069	2236829
DE-BUND	534080	201904	189465	141990
DE-BW	23128410	8345698	7934571	6406077
DE-BY	27332036	9846525	9527112	7459927
DE-HB	1697075	617533	577185	440452
DE-HE	13359485	4884901	4532973	3599718
DE-HH	4355952	1600230	1489334	1139228
DE-MV	3390197	1212246	1155462	931359
DE-NI	18091583	6367453	5901982	5156326
DE-NW	40938263	14620594	13611999	11185698
DE-RP	8885940	3212011	2958756	2451516
DE-SH	6962111	2353163	2248528	2124096
DE-SL	2314015	818878	771105	656908
DE-SN	7283661	2669983	2544666	1983713
DE-ST	4423034	1609149	1529622	1207784
DE-TH	4085463	1499538	1421933	1107481
