code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4627712	1750766	1731623	1258223
DE-BE	7613736	2833460	2799342	2111306
DE-BUND	527272	201656	194455	139305
DE-BW	22035167	8182857	8168986	6164744
DE-BY	26075177	9691986	9741714	7146641
DE-HB	1590074	611287	600274	426665
DE-HE	12619955	4811421	4647892	3412551
DE-HH	3968723	1522073	1510492	1044439
DE-MV	3188332	1192265	1185560	876529
DE-NI	16850413	6251888	6151929	4881210
DE-NW	38171460	14361614	14035196	10593772
DE-RP	8377096	3163785	3049671	2331140
DE-SH	6438714	2333850	2327021	1912776
DE-SL	2190616	808826	802613	628710
DE-SN	6989896	2640841	2589011	1861660
DE-ST	4160341	1562841	1577714	1127969
DE-TH	3912653	1481169	1473026	1052933
