code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	12807016	6775584	6361666
DE-BY	14961072	7972915	7333306
DE-BE	4294701	2311901	2074328
DE-BB	2693904	1446872	1327698
DE-HB	922330	493031	461422
DE-HH	2214993	1221690	1055199
DE-HE	7271005	3956274	3497487
DE-MV	1856190	988219	913753
DE-NI	9556717	5272394	4613786
DE-NW	22049683	11980516	10691776
DE-RP	4879457	2643155	2357513
DE-SL	1260125	685229	608761
DE-SN	4124898	2178690	2027690
DE-ST	2399917	1286530	1193487
DE-SH	3637658	1973063	1770482
DE-TH	2298702	1211578	1141331
