code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4867643	1720868	1629489	1395261
DE-BE	8196509	2889292	2754300	2300370
DE-BUND	535264	201944	189534	142627
DE-BW	23665665	8396958	7994243	6732775
DE-BY	27815836	9894522	9586215	7698836
DE-HB	1729772	619824	579979	448899
DE-HE	13727179	4925735	4569550	3787734
DE-HH	4476591	1604022	1497809	1214207
DE-MV	3448827	1217269	1160298	957298
DE-NI	18490893	6394957	5937944	5321699
DE-NW	41860700	14638204	13661432	11679116
DE-RP	9123497	3236881	2979827	2583228
DE-SH	7067279	2353630	2249891	2030766
DE-SL	2353722	822186	774335	676044
DE-SN	7354163	2676485	2551046	2014591
DE-ST	4499134	1617940	1533533	1246470
DE-TH	4137287	1506635	1429480	1128436
