code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4836248	1761319	1645142	1333645
DE-BE	8109814	2909412	2766349	2237933
DE-BUND	534085	201904	189465	141995
DE-BW	23133134	8346068	7935253	6407383
DE-BY	27337020	9846715	9527666	7461647
DE-HB	1697553	617546	577226	440591
DE-HE	13363553	4885086	4533332	3600665
DE-HH	4356763	1600261	1489394	1139477
DE-MV	3390845	1212278	1155516	931487
DE-NI	18096849	6367646	5902396	5157579
DE-NW	40950052	14620943	13612732	11188329
DE-RP	8914633	3216620	2962048	2470236
DE-SH	6964628	2353208	2248735	2124602
DE-SL	2314484	818892	771148	657054
DE-SN	7285441	2670149	2544986	1984533
DE-ST	4423705	1609164	1529676	1208024
DE-TH	4086137	1499564	1422028	1107702
