code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3093026	1597890	1542246
DE-BE	5113920	2553960	2471536
DE-BUND	372282	193717	185786
DE-BW	14568470	7428695	7241024
DE-BY	17250800	8771750	8544250
DE-HB	1078549	553398	535489
DE-HE	8506994	4371512	4170432
DE-HH	2693639	1380963	1341638
DE-MV	2122437	1086525	1054527
DE-NI	11116146	5769978	5520472
DE-NW	25798173	13276002	12648825
DE-RP	5647609	2918652	2745279
DE-SH	4254918	2159512	2089771
DE-SL	1458688	747147	724272
DE-SN	4709510	2403793	2317203
DE-ST	2757104	1416159	1383581
DE-TH	2621957	1324422	1294804
