code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4512007	1741147	1704814	1178655
DE-BE	7433722	2819258	2758979	1985402
DE-BUND	520463	201282	193505	133816
DE-BW	21579425	8140041	8043677	5875284
DE-BY	25447584	9641233	9591207	6719663
DE-HB	1552930	607262	590535	403179
DE-HE	12289887	4780600	4570343	3190627
DE-HH	3819743	1504117	1472555	950955
DE-MV	3109738	1185608	1168550	821479
DE-NI	16408820	6209988	6043432	4588949
DE-NW	37216744	14279346	13819781	9934012
DE-RP	8178524	3146051	2999222	2200214
DE-SH	6227052	2316852	2284718	1760242
DE-SL	2145147	805165	789749	599505
DE-SN	6801235	2625337	2546649	1730643
DE-ST	4023483	1551722	1548140	1031658
DE-TH	3810703	1471884	1447247	985755
