code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4060351	1706295	1633657	832391
DE-BE	6705018	2760391	2632851	1437963
DE-BUND	479662	200210	190152	97439
DE-BW	19776376	7978644	7738373	4534479
DE-BY	23272929	9456601	9212793	5105657
DE-HB	1391799	593753	566179	279253
DE-HE	11072736	4665127	4410885	2246523
DE-HH	3413129	1470861	1427302	621486
DE-MV	2792297	1162745	1122645	572446
DE-NI	14907260	6079546	5829786	3429374
DE-NW	34030286	14000387	13318245	7516213
DE-RP	7446839	3077908	2887189	1647533
DE-SH	5535618	2269096	2200241	1200822
DE-SL	1959240	790090	761333	456653
DE-SN	6164197	2567046	2453431	1244500
DE-ST	3629950	1520655	1483279	733635
DE-TH	3452612	1442089	1388071	715836
