code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4855419	1761985	1646588	1339402
DE-BE	8152043	2911719	2769837	2250505
DE-BUND	534605	201927	189497	142289
DE-BW	23191178	8349942	7940915	6420828
DE-BY	27415032	9849323	9533890	7483579
DE-HB	1708500	617913	577854	442684
DE-HE	13420275	4886916	4536474	3611319
DE-HH	4377962	1600987	1490901	1144354
DE-MV	3407865	1212780	1156554	935617
DE-NI	18189269	6370246	5907229	5173182
DE-NW	41167185	14627627	13624870	11233427
DE-RP	8951952	3217896	2964085	2479112
DE-SH	7004504	2354089	2250486	2132997
DE-SL	2322247	819101	771613	658749
DE-SN	7306799	2671329	2547177	1992303
DE-ST	4441690	1609754	1531053	1214151
DE-TH	4096278	1499987	1422854	1111398
