code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	12252364	6648929	5908028
DE-BY	14085627	7805406	6600261
DE-BE	4036076	2237837	1883401
DE-BB	2569728	1408293	1235698
DE-HB	870849	481086	419029
DE-HH	2031630	1176486	911002
DE-HE	6920177	3867189	3223115
DE-MV	1755696	962208	835053
DE-NI	9022726	5163786	4165215
DE-NW	20762327	11675957	9674608
DE-RP	4620930	2580393	2154800
DE-SL	1191614	668838	552064
DE-SN	3981899	2125632	1931823
DE-ST	2290518	1258110	1105486
DE-SH	3414668	1908269	1602655
DE-TH	2226214	1186746	1086815
