code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2890777	1534481	1445937
DE-BE	4676840	2445636	2309845
DE-BUND	368142	192383	183793
DE-BW	13695662	7163901	6860199
DE-BY	16041635	8401351	8008458
DE-HB	997577	529909	501082
DE-HE	7952183	4212195	3924643
DE-HH	2470380	1308535	1235626
DE-MV	1985454	1046031	991455
DE-NI	10424524	5591414	5210522
DE-NW	24102725	12857666	11863683
DE-RP	5279100	2819144	2589647
DE-SH	3972519	2095467	1976534
DE-SL	1371703	722148	686523
DE-SN	4412099	2313139	2183293
DE-ST	2588288	1364870	1307191
DE-TH	2437724	1271044	1224735
