code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3144440	1605872	1551573
DE-BE	5238910	2580652	2498150
DE-BUND	373897	193965	186301
DE-BW	14806843	7474229	7293645
DE-BY	17634829	8855990	8622551
DE-HB	1098787	555792	539152
DE-HE	8647710	4399151	4198884
DE-HH	2743079	1390820	1354133
DE-MV	2161466	1093164	1062309
DE-NI	11315096	5796554	5559004
DE-NW	26193069	13330563	12725806
DE-RP	5735047	2930538	2761927
DE-SH	4317645	2168173	2099074
DE-SL	1487264	750794	728998
DE-SN	4801821	2418708	2332387
DE-ST	2807789	1424894	1394999
DE-TH	2684068	1332909	1304189
