code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4716431	1758335	1749949	1321193
DE-BE	7758971	2852094	2830225	2207328
DE-BUND	531650	202075	195070	142650
DE-BW	22356543	8221097	8250328	6367448
DE-BY	26494293	9733764	9840531	7425617
DE-HB	1618620	615043	607786	444077
DE-HE	12874796	4836196	4703583	3587290
DE-HH	4102849	1543715	1542765	1125221
DE-MV	3257579	1198727	1201216	923805
DE-NI	17185530	6285914	6228055	5106745
DE-NW	38881318	14433474	14182183	11087080
DE-RP	8530486	3182144	3085796	2430274
DE-SH	6669456	2344072	2354516	2106035
DE-SL	2225841	811915	810581	652945
DE-SN	7143063	2655016	2622713	1967077
DE-ST	4255669	1570873	1599720	1193305
DE-TH	3991139	1489589	1492583	1103659
