code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	5730000	4290795	1460915
DE-BY	6912047	5285013	1635450
DE-BE	1872093	1342946	532900
DE-BB	1219781	867460	354093
DE-HB	387299	274759	115019
DE-HH	927435	697632	231104
DE-HE	3209963	2481181	729878
DE-MV	864262	663201	202979
DE-NI	4142889	3242092	924687
DE-NW	9653573	7470471	2190698
DE-RP	2149119	1544397	604722
DE-SL	572930	428711	144253
DE-SN	2078297	1395820	686003
DE-ST	1108670	827247	285405
DE-SH	1485928	1051480	439665
DE-TH	1124639	772174	352596
