code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	12681351	6737722	6265293
DE-BY	14748942	7929102	7157128
DE-BE	4225251	2291334	2023605
DE-BB	2668017	1437355	1309854
DE-HB	904557	489310	446524
DE-HH	2162465	1211951	1009822
DE-HE	7190828	3932095	3437635
DE-MV	1834334	981484	897445
DE-NI	9428739	5242912	4509222
DE-NW	21731593	11889628	10455079
DE-RP	4833295	2630237	2322790
DE-SL	1246529	681297	597912
DE-SN	4091110	2163942	2007133
DE-ST	2379449	1279422	1178057
DE-SH	3584637	1954770	1732692
DE-TH	2282195	1202654	1130910
