code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4805399	1760314	1643075	1325164
DE-BE	8050241	2906818	2761342	2219170
DE-BUND	533493	201886	189399	141589
DE-BW	23029460	8341726	7927585	6385230
DE-BY	27206977	9843215	9517984	7426623
DE-HB	1685345	617181	576457	437989
DE-HE	13268007	4882597	4528115	3584349
DE-HH	4320707	1598278	1485783	1130101
DE-MV	3360766	1211757	1154296	926420
DE-NI	17956522	6364549	5895219	5132344
DE-NW	40606800	14612073	13595325	11130654
DE-RP	8822806	3210456	2955618	2438623
DE-SH	6863429	2351655	2245061	2106972
DE-SL	2300575	818625	770462	654079
DE-SN	7251316	2668643	2541863	1971352
DE-ST	4397006	1608521	1528087	1199588
DE-TH	4068321	1499228	1420436	1101122
