code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4849050	1720257	1628538	1390797
DE-BE	8153276	2887488	2751179	2289359
DE-BUND	534688	201928	189502	142346
DE-BW	23582956	8391540	7987726	6716193
DE-BY	27709849	9891444	9580950	7678116
DE-HB	1717276	619532	579393	446974
DE-HE	13659988	4922618	4566282	3776546
DE-HH	4451197	1602267	1495548	1208162
DE-MV	3435780	1216869	1159588	954635
DE-NI	18388474	6392937	5934258	5307374
DE-NW	41646630	14633136	13653599	11646847
DE-RP	9086535	3235846	2978503	2577239
DE-SH	7025883	2352953	2248343	2025204
DE-SL	2344556	821973	773961	674659
DE-SN	7330437	2675393	2549014	2007478
DE-ST	4479238	1617238	1532266	1240902
DE-TH	4124308	1506056	1428617	1124878
