code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2742632	1467624	1359056
DE-BE	4393121	2345125	2142679
DE-BUND	356327	186460	175084
DE-BW	13018431	6863561	6503092
DE-BY	15237033	8054006	7541726
DE-HB	938608	501409	470890
DE-HE	7420695	4007845	3603025
DE-HH	2284475	1239545	1111061
DE-MV	1891594	1002070	937539
DE-NI	9783021	5330389	4794173
DE-NW	22629455	12196635	11078896
DE-RP	4961394	2675058	2412208
DE-SH	3724620	2006497	1828988
DE-SL	1289077	693930	630829
DE-SN	4180993	2202976	2061719
DE-ST	2447184	1305112	1226215
DE-TH	2327756	1224203	1160767
