code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4502669	1740109	1702579	1172576
DE-BE	7401535	2816580	2752480	1962357
DE-BUND	519749	201271	193480	133139
DE-BW	21508381	8131980	8025151	5830467
DE-BY	25354520	9632560	9568866	6657399
DE-HB	1546177	606594	589111	398495
DE-HE	12236379	4774021	4560329	3153676
DE-HH	3803853	1501652	1469921	940091
DE-MV	3101299	1184739	1166877	815568
DE-NI	16364186	6203536	6033656	4560369
DE-NW	37095045	14266244	13793591	9851423
DE-RP	8155077	3143258	2992062	2186708
DE-SH	6204088	2315236	2281657	1741955
DE-SL	2140149	804643	788459	596303
DE-SN	6776306	2622619	2540896	1714154
DE-ST	4012800	1550743	1545954	1024126
DE-TH	3799731	1470855	1444812	978212
