code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	3859882	1689434	1611787	670083
DE-BE	6355947	2717170	2590531	1173052
DE-BUND	457560	198428	189003	78251
DE-BW	18535720	7863336	7614962	3528727
DE-BY	22020077	9339167	9059322	4121644
DE-HB	1309188	585256	558125	212823
DE-HE	10476460	4603809	4355008	1765579
DE-HH	3243643	1454085	1410624	484476
DE-MV	2652370	1152560	1105049	460059
DE-NI	14008529	6019014	5759686	2659568
DE-NW	32381208	13832157	13169479	6181305
DE-RP	7043631	3046087	2851723	1310884
DE-SH	5266130	2244832	2178447	977290
DE-SL	1852216	782236	753020	365525
DE-SN	5862144	2534375	2416017	1012036
DE-ST	3460865	1506720	1457781	603687
DE-TH	3288010	1423930	1367702	589120
