code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4661096	1753440	1739417	1281213
DE-BE	7661972	2838259	2810715	2143449
DE-BUND	528812	201774	194701	140481
DE-BW	22149884	8195271	8200869	6235491
DE-BY	26223578	9705535	9781687	7241719
DE-HB	1599585	612493	603405	431903
DE-HE	12710694	4819582	4671031	3472085
DE-HH	4039607	1534596	1529848	1083820
DE-MV	3215750	1194948	1192430	894443
DE-NI	16984560	6265864	6185243	4968341
DE-NW	38424930	14385466	14093248	10766026
DE-RP	8433018	3172428	3063767	2364371
DE-SH	6537765	2337891	2339870	1995027
DE-SL	2203119	810143	806013	636538
DE-SN	7047091	2646194	2603877	1898677
DE-ST	4197663	1565954	1587104	1152803
DE-TH	3944200	1484967	1481582	1072208
