code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4840324	1761457	1645399	1334820
DE-BE	8119240	2909782	2766969	2240506
DE-BUND	534199	201911	189471	142076
DE-BW	23151140	8347381	7937149	6411377
DE-BY	27359885	9847469	9529511	7468221
DE-HB	1699823	617624	577410	441084
DE-HE	13377888	4885549	4534189	3603588
DE-HH	4360743	1600366	1489676	1140430
DE-MV	3394715	1212421	1155774	932310
DE-NI	18116849	6368178	5903541	5161305
DE-NW	41013163	14624140	13617577	11205497
DE-RP	8924118	3216930	2962655	2472412
DE-SH	6973166	2353390	2249045	2127279
DE-SL	2316707	818953	771284	657533
DE-SN	7290428	2670435	2545520	1986607
DE-ST	4426550	1609263	1529885	1208998
DE-TH	4089120	1499711	1422320	1108736
