code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4721509	1758663	1750875	1325021
DE-BE	7767073	2852923	2832193	2212877
DE-BUND	531832	202089	195090	142798
DE-BW	22372418	8223355	8254218	6377190
DE-BY	26516378	9735608	9845742	7440659
DE-HB	1620477	615240	608175	445348
DE-HE	12885941	4837368	4706123	3594746
DE-HH	4113022	1546421	1546023	1129935
DE-MV	3261854	1199090	1202015	926940
DE-NI	17201938	6287310	6231387	5118439
DE-NW	38916211	14437387	14189878	11110518
DE-RP	8536644	3182673	3087005	2434702
DE-SH	6673191	2344409	2355618	2108331
DE-SL	2227753	812065	810929	654359
DE-SN	7150699	2655553	2624330	1972570
DE-ST	4261741	1571232	1600894	1197847
DE-TH	3995516	1489878	1493405	1106936
