code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4805845	1760328	1643131	1325310
DE-BE	8052120	2906913	2761604	2219798
DE-BUND	533493	201886	189399	141589
DE-BW	23032657	8342056	7928105	6386043
DE-BY	27210319	9843394	9518526	7427814
DE-HB	1685554	617203	576488	438078
DE-HE	13270319	4882682	4528334	3584702
DE-HH	4321800	1598450	1485978	1130519
DE-MV	3361014	1211762	1154312	926496
DE-NI	17959127	6364692	5895624	5133320
DE-NW	40613898	14612280	13595786	11132166
DE-RP	8823477	3210477	2955674	2438779
DE-SH	6864557	2351695	2245188	2107324
DE-SL	2300950	818634	770515	654204
DE-SN	7251887	2668689	2541967	1971638
DE-ST	4397140	1608524	1528113	1199634
DE-TH	4069206	1499286	1420570	1101444
